Provider,Head office address,Source URL
WISER ACADEMY LIMITED T/A Wiser Academy,"Suite 3 Norman Court Barn Norman Court Lane, Upper Clatford, Andover, England, SP11 7HB",https://find-and-update.company-information.service.gov.uk/company/06297488
EDUCATION AND SKILLS TRAINING & DEVELOPMENT LIMITED T/A Education and Skills,"The Hollies School Lane, Auckley, Doncaster, South Yorkshire, England, DN9 3JR",https://find-and-update.company-information.service.gov.uk/company/09555617
TENDEAN LIMITED T/A Tendean,"Unit 3 Ambrose House, Meteor Court, Barnett Way, Barnwood, Gloucester,, Gloucestershire, United Kingdom, GL4 3GG",https://find-and-update.company-information.service.gov.uk/company/03524105
GINGER NUT MEDIA LIMITED T/A Ginger Nut Training,"37 Queen Street, Colchester, Essex, England, CO1 2PQ",https://find-and-update.company-information.service.gov.uk/company/07392472
SPORTING FUTURES TRAINING (UK) LTD T/A Sporting Futures Training,"Business & Technology Centre, Bessemer Drive, Stevenage, Hertfordshire, SG1 2DX",https://find-and-update.company-information.service.gov.uk/company/09050801
JAG TRAINING LIMITED T/A JAG Training,"12 Newmarket Green, Eltham, SE9 5ER",https://find-and-update.company-information.service.gov.uk/company/09084708
DAVIES LEARNING SOLUTIONS LIMITED,"5th Floor 20 Gracechurch Street, London, United Kingdom, EC3V 0BG",https://find-and-update.company-information.service.gov.uk/company/09063924
BOOM TRAINING LIMITED T/A Boom Training,"Unit 1 Capstan Road, Southampton, England, SO19 9UR",https://find-and-update.company-information.service.gov.uk/company/08842128
I & F LIMITED,"17 Moor Park Avenue, Preston, England, PR1 6AS",https://find-and-update.company-information.service.gov.uk/company/05166983
SYSTEM PEOPLE LIMITED T/A SP Training and System People,"System People Limited, Carlisle Airport, Carlisle, England, CA6 4NW",https://find-and-update.company-information.service.gov.uk/company/04593467
THE UNIVERSITY OF LAW LIMITED T/A The University of Law,"University of Law, Bloomsbury, 14, Store Street, St Giles, Bloomsbury, London Borough of Camden, London, Greater London, England, WC1E 7DE, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=The%20University%20of%20Law%2C%2014%20Store%20Street%2C%20London%20WC1E%207DE&format=json&limit=1
CONSTRUCTION AND PLANT ASSESSMENTS LTD T/A Construction and Plant Assessments,"11 Bradford Row, Doncaster, England, DN1 3NF",https://find-and-update.company-information.service.gov.uk/company/07716351
EXCEL TRAINING LIMITED T/A Excel Training,"Unit 48 Century Park, Manvers, Rotherham, England, S63 5DA",https://find-and-update.company-information.service.gov.uk/company/08121292
WORKPAYS LIMITED T/A Workpays,"Floors 1 And 2 4 Babington Lane, Derby, Derbyshire, United Kingdom, DE1 1SU",https://find-and-update.company-information.service.gov.uk/company/07387325
CROSBY MANAGEMENT TRAINING LTD T/A Crosby Management Training,"Technology Centre, Wolverhampton Science Park, Wolverhampton, England, WV10 9RU",https://find-and-update.company-information.service.gov.uk/company/03480971
THE EQUESTRIAN LEARNING ACADEMY LIMITED T/A The Equestrian Learning Academy,"Suite 104 1 Medlake Place, Thorpe Lea Road, Egham, Surrey, England, TW20 8HE",https://find-and-update.company-information.service.gov.uk/company/07611903
INTERTRAIN UK LTD.,"Balby Court, Carr Hill, Doncaster, South Yorkshire, DN4 8DE",https://find-and-update.company-information.service.gov.uk/company/04696164
HARRIET ELLIS TRAINING SOLUTIONS LIMITED T/A Harriet Ellis Training and Recruitment Group,"10 Western Road, Romford, Essex, United Kingdom, RM1 3JT",https://find-and-update.company-information.service.gov.uk/company/06578200
ENCOMPASS CONSULTANCY LIMITED T/A Encompass Consultancy,"9th Floor 107 Cheapside, London, United Kingdom, EC2V 6DN",https://find-and-update.company-information.service.gov.uk/company/07106744
FIRST INTUITION CAMBRIDGE LIMITED T/A First Intuition,"35 Hills Road, Cambridge, CB2 1NT",https://find-and-update.company-information.service.gov.uk/company/06956057
GROUP HORIZON LIMITED T/A Group Horizon,"Unit G24 Part Ground Floor & 1st Floor The Avenues, Eleventh Avenue, North Team Valley Trading Estate, Gateshead, Tyne And Wear, England, NE11 0NJ",https://find-and-update.company-information.service.gov.uk/company/06591612
TRAINING ASSESSMENT & CONSULTANCY SERVICES LIMITED T/A TACS Ltd,"Office Suite Judson Road, North West Industrial Estate, Peterlee, England, SR8 2QJ",https://find-and-update.company-information.service.gov.uk/company/06047867
SOUTHAMPTON ENGINEERING TRAINING ASSOCIATION LIMITED (THE) T/A SETA,"Southampton Engineering, Training Association Ltd, First Avenue Millbrook, Southampton, SO15 0LJ",https://find-and-update.company-information.service.gov.uk/company/00971293
PETA LIMITED T/A Peta Ltd,"1 Access Point, Northarbour Road, Portsmouth, Hampshire, PO6 3TE",https://find-and-update.company-information.service.gov.uk/company/01653178
M I T SKILLS LIMITED,"12-13 Camphill Industrial Estate, Camphill Road, West Byfleet, Surrey, KT14 6EW",https://find-and-update.company-information.service.gov.uk/company/03577935
LESLIE FRANCES (HAIR FASHIONS) LIMITED T/A Leslie Frances Training,"12 Victoria Rd, Barnsley, S70 2BB",https://find-and-update.company-information.service.gov.uk/company/01126386
CILEX LAW SCHOOL LIMITED T/A CILEx Law School,"21 Lombard Street, London, England, EC3V 9AH",https://find-and-update.company-information.service.gov.uk/company/01734484
NORTH YORKSHIRE COUNTY COUNCIL,"North Yorkshire County Council, Racecourse Lane, Romanby, North Yorkshire, York and North Yorkshire, England, DL7 8QZ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=NORTH%20YORKSHIRE%20COUNTY%20COUNCIL&format=json&limit=1
GLOUCESTERSHIRE COUNTY COUNCIL T/A Adult Education in Gloucestershire,"Gloucestershire County Council, Westgate Street, Kings Barton, Gloucester, Gloucestershire, England, GL1 2NZ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=GLOUCESTERSHIRE%20COUNTY%20COUNCIL&format=json&limit=1
THE UNIVERSITY OF LEEDS T/A University of Leeds,"Ukrainian Catholic Church of the Holy Protection of the Mother of God, 30, Leeds Street, Dovercourt Village, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M6H 1L1, Canada",https://nominatim.openstreetmap.org/search.php?q=THE%20UNIVERSITY%20OF%20LEEDS&format=json&limit=1
UNIVERSITY OF SOUTH WALES/PRIFYSGOL DE CYMRU,"USW Treforest Campus, Llantwit Road, Hawthorn, Pontypridd, Rhondda Cynon Taf, Cymru / Wales, CF37 1DL, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Treforest%20Campus%2C%20Pontypridd%20CF37%201DL&format=json&limit=1
THE UNIVERSITY OF BRADFORD,"Richmond Road, Little Horton Green, Great Horton, Bradford, West Yorkshire, England, BD7 1DP, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Richmond%20Road%2C%20Bradford%20BD7%201DP&format=json&limit=1
THE UNIVERSITY OF LANCASTER T/A Lancaster University,"Lancaster University, Edward Roberts Court, Furness College, Bailrigg, Lancaster, Lancashire, England, LA1 4XX, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Lancaster%20University%2C%20Bailrigg%2C%20Lancaster%20LA1%204YW&format=json&limit=1
UNIVERSITY OF WOLVERHAMPTON T/A University of Wolverhampton,"University of Wolverhampton, Stafford Street, Springfield, Heath Town, Wolverhampton, West Midlands, England, WV1 1JP, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20WOLVERHAMPTON&format=json&limit=1
THE UNIVERSITY OF READING T/A University of Reading,"Christian Science Reading Room, 927, Yonge Street, Rosedale-Moore Park, University—Rosedale, Toronto, Golden Horseshoe, Ontario, M4W 3C7, Canada",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Reading&format=json&limit=1
UNIVERSITY OF HERTFORDSHIRE T/A University of Hertfordshire,"University of Hertfordshire, College Lane Campus, Bishops Rise, South Hatfield, Hatfield, Welwyn Hatfield, Hertfordshire, England, AL10 9HQ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20HERTFORDSHIRE&format=json&limit=1
NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL T/A North Tyneside Adult Learning Service,"North Tyneside Council, Quadrant East, The Silverlink North, Shiremoor, North Tyneside, North East, England, NE27 0BY, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Quadrant+East+North+Tyneside&format=json&limit=1
UNIVERSITY OF NEWCASTLE UPON TYNE T/A Newcastle University,"Northumbria University Coach Lane Campus, Coach Lane, Benton, Wallsend, Newcastle upon Tyne, Tyne and Wear, North East, England, NE7 7XA, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20NEWCASTLE%20UPON%20TYNE&format=json&limit=1
CERT C.I.C.,"The Ropewalk, Maltkiln Road, Barton-Upon-Humber, England, DN18 5JT",https://find-and-update.company-information.service.gov.uk/company/03436611
THE UNIVERSITY OF LEICESTER T/A University of Leicester,"University of Leicester, Chiswick Road, Aylestone Park, Leicester, City of Leicester, England, LE2 7SX, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Leicester%2C%20University%20Road%2C%20Leicester%20LE1%207RH&format=json&limit=1
FOUR CS MAT T/A FOUR CS MAT (Academy Trust),"COMPANY SECRETARIES OFFICE, Arthur Mellows Village College Helpston Road Glinton, Peterborough, PE6 7JX",https://find-and-update.company-information.service.gov.uk/company/07333133
NORTH HUMBERSIDE MOTOR TRADES GROUP TRAINING ASSOCIATION,"Rands Lane Industrial Estate, Armthorpe, Doncaster, South Yorkshire, DN3 3DY",https://find-and-update.company-information.service.gov.uk/company/01909956
THE UNIVERSITY OF MANCHESTER T/A University of Manchester,"University of Manchester, Oxford Road, Brunswick, Chorlton-on-Medlock, Manchester, Greater Manchester, England, M13 9PL, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Manchester%2C%20Oxford%20Road%2C%20Manchester%20M13%209PL&format=json&limit=1
COMMON COUNCIL OF THE CITY OF LONDON T/A City of London Adult Community Learning,"Guildhall, Gresham Street, St Paul's, City of London, Greater London, England, EC2V 7HH, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Guildhall%2C%20London%20EC2P%202EJ&format=json&limit=1
SUFFOLK POLICE AND CRIME COMMISSIONER,"Portal Avenue, Martlesham Heath, Martlesham, East Suffolk, Suffolk, England, IP5 3QY, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Portal+Avenue+Martlesham+Heath&format=json&limit=1
NORFOLK POLICE AND CRIME COMMISSIONER,"Jubilee House, Falconers Chase, Wymondham, South Norfolk, Norfolk, England, NR18 0WW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Jubilee%20House%2C%20Falconers%20Chase%2C%20Wymondham%20NR18%200WW&format=json&limit=1
NEWAY TRAINING SOLUTIONS LIMITED,"Kelvin House, R T C Business Park London Road, Derby, Derbyshire, DE24 8UP",https://find-and-update.company-information.service.gov.uk/company/04566581
FITCH LEARNING LIMITED T/A FitchLearning,"30 North Colonnade, London, E14 5GN",https://find-and-update.company-information.service.gov.uk/company/03928976
WARRINGTON & VALE ROYAL COLLEGE,"Warrington and Vale Royal College (Winsford Campus), Weaver Street, Wharton, Winsford, Cheshire West and Chester, England, CW7 4AA, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Warrington+and+Vale+Royal+College&format=json&limit=1
VISION TRAINING (NORTH EAST) LIMITED T/A Vision Training,"12 Yarm Road, Stockton-On-Tees, Cleveland, TS18 3NA",https://find-and-update.company-information.service.gov.uk/company/05231290
"UNIVERSITY OF THE WEST OF ENGLAND, BRISTOL T/A UWE Bristol","University of the West of England, Frenchay Campus, Frenchay Campus, Coldharbour Lane, Stoke Park, Stoke Park and Cheswick, Harry Stoke, Bristol, South Gloucestershire, West of England, England, BS16 1QY, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20THE%20WEST%20OF%20ENGLAND%2C%20BRISTOL&format=json&limit=1
"UNIVERSITY OF SALFORD, THE T/A The University of Salford","Salford University School of Art & Design, Cannon Street, Blackfriars, Lower Broughton, Salford, Greater Manchester, England, M3 6DZ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=The%20University%20of%20Salford&format=json&limit=1
GREENDALE LIMITED T/A ECTA,"Noirmont, Rue Des Hougues De Noirmont, Vale, Guernsey, GY3 5EL",https://find-and-update.company-information.service.gov.uk/company/OE018359
THE CHILD CARE COMPANY (OLD WINDSOR) LIMITED T/A The Childcare Company,"Floor 5 156 Great Charles Street, Queensway, Birmingham, United Kingdom, B3 3HN",https://find-and-update.company-information.service.gov.uk/company/06507416
SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,"Glossop Road, Broomfield, Broomhall, Sheffield, South Yorkshire, England, S10 2PR, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Glossop%20Road%2C%20Sheffield%20S10%202JF&format=json&limit=1
PAUL HURT T/A P & R Hurt Education Training,"50 Liverpool Street, London, England, EC2M 7PY",https://find-and-update.company-information.service.gov.uk/company/06968942
NISHKAM CIVIC ASSOCIATION T/A Nishkam Centre,"Nishkam Centre, 6 Soho Road, Birmingham, West Midlands, B21 9BH",https://find-and-update.company-information.service.gov.uk/company/04378505
IMPACT FUTURES TRAINING LIMITED T/A Impact Futures,"Floor 5 156 Great Charles Street, Queensway, Birmingham, United Kingdom, B3 3HN",https://find-and-update.company-information.service.gov.uk/company/03131863
FIRST AVENUE TRAINING LIMITED T/A First Avenue Training,"Suite One Hedley Court, Boothferry Road, Goole, East Yorkshire, DN14 6AA",https://find-and-update.company-information.service.gov.uk/company/04629004
DOVE NEST MANAGEMENT TRAINING AND DEVELOPMENT LIMITED T/A Dove Nest Group,"95 King Street, Lancaster, LA1 1RH",https://find-and-update.company-information.service.gov.uk/company/01588547
BREEDON HOUSE NURSERIES LIMITED,"Mayfield House Nottingham Road, Long Eaton, Nottingham, England, NG10 1HQ",https://find-and-update.company-information.service.gov.uk/company/03207571
WESSEX TRAINING & ASSESSMENT LTD T/A Wessex Training & Assessment,"Unit 1 The Ajm Centre, Prospect Business Park, Swanage, Dorset, United Kingdom, BH19 1FE",https://find-and-update.company-information.service.gov.uk/company/04574091
W S TRAINING LTD.,"Manor Barn Church Road, Great Barton, Bury St Edmunds, Suffolk, IP31 2QR",https://find-and-update.company-information.service.gov.uk/company/03171869
UNIVERSITY OF SUFFOLK T/A University of Suffolk,"University of Suffolk, Grimwade Street, Stoke, Ipswich, Suffolk, England, IP4 1LW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20SUFFOLK&format=json&limit=1
UNIVERSITY OF CAMBRIDGE T/A University of Cambridge,"Q025-7 Trumpington Road, Cambridge, 7, Trumpington Road, Trumpington, Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, CB2 8AJ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=UNIVERSITY%20OF%20CAMBRIDGE&format=json&limit=1
UNIQUE TRAINING SOLUTIONS LIMITED T/A Unique Training Solutions Ltd,"10 Sandridge Park, Porters Wood, St. Albans, Hertfordshire, AL3 6PH",https://find-and-update.company-information.service.gov.uk/company/04892022
THE UNIVERSITY OF WARWICK T/A University of Warwick,"University of Warwick, Applecross Close, Kirby Corner, Westwood Heath, Coventry, West Midlands, England, CV4 8JW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Warwick%2C%20Coventry%20CV4%207AL&format=json&limit=1
THE UNIVERSITY OF ESSEX,"The Gateway Building, Luker Road, Southend City Centre Neighbourhood, Prittlewell, Southend-on-Sea, Essex, England, SS1 1LW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=THE%20UNIVERSITY%20OF%20ESSEX&format=json&limit=1
THE UNIVERSITY OF EAST ANGLIA T/A University of East Anglia,"University of Westminster, 309, Regent Street, East Marylebone, Fitzrovia, Camden Town, City of Westminster, Greater London, England, W1B 3BL, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=THE%20UNIVERSITY%20OF%20EAST%20ANGLIA&format=json&limit=1
THE UNIVERSITY OF CUMBRIA,"University of Cumbria, Fusehill Street, Currock, Carlisle, Cumberland, England, CA1 2HD, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Cumbria%2C%20Fusehill%20Street%2C%20Carlisle%20CA1%202HH&format=json&limit=1
THE UNIVERSITY OF BATH T/A University of Bath,"University of Bath, Claverton Hill, Claverton Down, Bath, Bath and North East Somerset, West of England, England, BA2 7BE, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Bath%2C%20Claverton%20Down%2C%20Bath%20BA2%207AY&format=json&limit=1
STOKE ON TRENT COLLEGE,"Cauldon Campus, Shelton, Stoke-On-Trent, ST4 2DG",https://find-and-update.company-information.service.gov.uk/company/08043731
STEADFAST TRAINING LTD T/A Steadfast Training,"5 Enterprise Way, Spalding, Lincolnshire, England, PE11 3YR",https://find-and-update.company-information.service.gov.uk/company/05526192
STARTING OFF LIMITED T/A Starting Off,"Unit 12 Vulcan Works, 34- 38 Guildhall Road, Northampton, England, NN1 1EW",https://find-and-update.company-information.service.gov.uk/company/03755326
PUFFINS TRAINING LIMITED,"13 Mont Le Grand, Heavitree, Exeter, Devon, EX1 2PD",https://find-and-update.company-information.service.gov.uk/company/04816265
NORTH WEST ANGLIA NHS FOUNDATION TRUST,"Peterborough City Hospital, Bretton Gate, South Bretton, Ravensthorpe, Peterborough, City of Peterborough, Cambridgeshire and Peterborough, England, PE3 9GZ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Peterborough%20City%20Hospital%2C%20Bretton%20Gate%2C%20Peterborough%20PE3%209GZ&format=json&limit=1
CHRYSOS H.R. SOLUTIONS LIMITED,"47 Grove Street, Retford, Nottinghamshire, DN22 6LA",https://find-and-update.company-information.service.gov.uk/company/05423260
CHESHIRE POLICE AND CRIME COMMISSIONER,"Oakmere Road, Over, Littler, Winsford, Cheshire West and Chester, England, CW7 2NW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Oakmere%20Road%2C%20Winsford%20CW7%202UA&format=json&limit=1
AYLESBURY COLLEGE T/A Buckinghamshire College Group,"Fairfields, 21 Williams Way, Longwick, Princes Risborough, Bucks, HP27 9RP",https://find-and-update.company-information.service.gov.uk/company/02842121
ARMONIA LIMITED T/A Armonia Health & Beauty Training Academy,"Equinox House Clifton Park, Shipton Road, York, England, YO30 5PA",https://find-and-update.company-information.service.gov.uk/company/04043434
WALLACE SCHOOL OF TRANSPORT LIMITED,"8 Steele Road, Park Royal, United Kingdom, NW10 7AR",https://find-and-update.company-information.service.gov.uk/company/16205035
UTILITY & CONSTRUCTION TRAINING LIMITED T/A UCT,"Hurn View House 5 Aviation Park West, Bournemouth International Airport, Christchurch, Dorset, United Kingdom, BH23 6EW",https://find-and-update.company-information.service.gov.uk/company/06429564
TIRO TRAINING LTD,"Suite 14d, Faraday Wharf, Holt Street, Birmingham, England, B7 4BB",https://find-and-update.company-information.service.gov.uk/company/05631622
PROFESSIONAL VOCATIONAL TRAINING LTD,"Suite 2j4 Park Business Centre Wood Lane, Erdington, Birmingham, West Midlands, England, B24 9QR",https://find-and-update.company-information.service.gov.uk/company/04598538
WARWICKSHIRE GARAGE & TRANSPORT GROUP TRAINING ASSOCIATION LIMITED,"44 Holly Walk, Leamington Spa, Warwickshire, CV32 4HY",https://find-and-update.company-information.service.gov.uk/company/01991498
TRANS-PLANT TRAINING LIMITED T/A Transplant Mastertrain,"Dawn Ridge 2 Littledown Nurseries, Exmouth Road, Newton Poppleford, Devon, England, EX10 0BE",https://find-and-update.company-information.service.gov.uk/company/02689131
TRAINPLUS LTD T/A Trainplus,"Charter House,105 Leigh Road, Leigh-On-Sea, Essex, SS9 1JL",https://find-and-update.company-information.service.gov.uk/company/06795744
THE UNIVERSITY OF SHEFFIELD T/A University of Sheffield,"University of Sheffield, Upper Hanover Street, Saint George's, Broomhall, Sheffield, South Yorkshire, England, S3 7RL, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=THE%20UNIVERSITY%20OF%20SHEFFIELD&format=json&limit=1
THE UNIVERSITY OF BUCKINGHAM T/A University of Buckingham,"University of Buckingham Clore, Hunter Street, Buckingham, Buckinghamshire, England, MK18 1EG, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Buckingham%2C%20Hunter%20Street%2C%20Buckingham%20MK18%201EG&format=json&limit=1
THE DEVELOPMENT MANAGER LTD T/A TDM,"County House, St Mary's Street, Worcester, England, WR1 1HB",https://find-and-update.company-information.service.gov.uk/company/06337543
"ST. GEORGE'S HOSPITAL MEDICAL SCHOOL T/A St. George's, University of London","City St George’s, University of London, Meredith Street, Clerkenwell Green, Clerkenwell, London Borough of Islington, London, Greater London, England, EC1R 0AE, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=St.%20George%27s%2C%20University%20of%20London&format=json&limit=1
SPAN TRAINING & DEVELOPMENT LIMITED T/A Span Training & Development Ltd,"Mercury House, 19-21 Chapel Street, Marlow, Buckinghamshire, SL7 3HN",https://find-and-update.company-information.service.gov.uk/company/04231156
S.A.M.B. T/A National Food & Drink Training,"2 Halbeath Interchange Business Park, Kingseat Road, Halbeath, Dunfermline, Fife, KY11 8RY",https://find-and-update.company-information.service.gov.uk/company/SC181670
ROSEWOOD MANAGEMENT SERVICES LIMITED T/A Rosewood Keen Management Services,"Unit 4 The Pavilions, Avroe Crescent, Blackpool, England, FY4 2DP",https://find-and-update.company-information.service.gov.uk/company/02924133
PROVEK LIMITED T/A Provek,"1c Abbey Road, Oxford, England, OX2 0AD",https://find-and-update.company-information.service.gov.uk/company/02965726
PRACTICAL REFRIGERATION TRAINING CENTRE LIMITED,"Unit 2, Withams Mill, Plumbe Street Burnley, Lancashire, BB11 3AW",https://find-and-update.company-information.service.gov.uk/company/02548319
ORCHARD TRAINING & EDUCATION LTD,"Hallmark House, 100 New Cleveland Street, Hull, East Yorkshire, HU8 7HE",https://find-and-update.company-information.service.gov.uk/company/05103710
NORTH EAST SURREY COLLEGE OF TECHNOLOGY (NESCOT),"Nescot (W52), Reigate Road Ewell, Epsom, Surrey, KT17 3DS",https://find-and-update.company-information.service.gov.uk/company/02566775
MICHAEL MCCORMACK T/A Michael John Training Manchester,"7  Badgers Drift, Skipton Road, Keighley, West Yorkshire, United Kingdom, BD20 6AW",https://find-and-update.company-information.service.gov.uk/company/09271447
METADATA LIMITED T/A Metadata Training,"34 Croydon Road, Caterham, England, CR3 6QB",https://find-and-update.company-information.service.gov.uk/company/02285125
MERCEDES-BENZ CARS UK LIMITED,"Delaware Drive, Tongwell, Milton Keynes, England, MK15 8BA",https://find-and-update.company-information.service.gov.uk/company/02448457
KENT COUNTY COUNCIL,"Kent County Council, Week Street, Ringlestone, Penenden Heath, Maidstone, Kent, England, ME14 1XQ, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=KENT%20COUNTY%20COUNCIL&format=json&limit=1
INSTITUTE OF SWIMMING LIMITED T/A Institute Of Swimming Ltd,"Pavilion 3, Sportpark, 3 Oakwood Drive Loughborough University, Loughborough, Leicestershire, LE11 3QF",https://find-and-update.company-information.service.gov.uk/company/01759210
THE ARMY CATERING TRAINING TRUST,,https://find-and-update.company-information.service.gov.uk/company/CE028020
3 SPIRIT ENTERPRISE UK LIMITED T/A 3 Spirit UK,"The Foundry, 6 Brindley Place, Birmingham, England, B1 2JB",https://find-and-update.company-information.service.gov.uk/company/08329116
THE WINDSOR FOREST COLLEGES GROUP,"Langley College (Windsor Forest Colleges Group), Station Road, Langley, Slough, England, SL3 8BT, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Langley%20College%2C%20Langley%20Road%2C%20Slough%20SL3%208BY&format=json&limit=1
THERMAL INSULATION CONTRACTORS ASSOCIATION T/A TICA,"Tica House 34 Allington Way, Yarm Road Business Park, Darlington, County Durham, DL1 4QB",https://find-and-update.company-information.service.gov.uk/company/01885918
CHESHIRE COLLEGE SOUTH AND WEST,"Ellesmere Port Campus, Sutton Way, Ellesmere Port, CH65 7BF",https://find-and-update.company-information.service.gov.uk/company/08666613
WAVERLEY BOROUGH COUNCIL T/A Waverley Training Services,"Waverley, Beach Approach, Warden, Swale, Kent, England, ME12 4PG, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=WAVERLEY%20BOROUGH%20COUNCIL&format=json&limit=1
DIGITAL TELECOMS NETWORK ACADEMY LIMITED T/A Digital Telecoms Network Academy Ltd,"1 Wylam Court Westland Way, Preston Farm Industrial Estate, Stockton On Tees, Cleveland, TS18 3FB",https://find-and-update.company-information.service.gov.uk/company/03935537
BAUER RADIO LIMITED T/A The Bauer Academy,"Media House Peterborough Business Park, Lynch Wood, Peterborough, United Kingdom, PE2 6EA",https://find-and-update.company-information.service.gov.uk/company/01394141
THE UNIVERSITY OF BIRMINGHAM T/A University of Birmingham,"The Teaching and Learning Building, Edgbaston Park Road, Bournbrook, Metchley, Birmingham, West Midlands, England, B15 2TT, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Birmingham%2C%20Edgbaston%2C%20Birmingham%20B15%202TT&format=json&limit=1
LINCOLN CITY COUNCIL T/A City of Lincoln Council,"City Hall, Park Street, New Boultham, Lincoln, Lincolnshire, Greater Lincolnshire, England, LN1 1UR, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=City+Hall+Lincoln+UK&format=json&limit=1
LANTRA T/A Lantra National Training Organisation,"Lantra House, Stoneleigh Park, Coventry, Warwickshire, CV8 2LG",https://find-and-update.company-information.service.gov.uk/company/02823181
ARTSWORK LIMITED,"142-144 Above Bar Street, Southampton, England, SO14 7DU",https://find-and-update.company-information.service.gov.uk/company/02150619
APPRENTICESHIP LEARNING SOLUTIONS LIMITED T/A ALS Training,"Ocean Park House, East Tyndall Street, Cardiff, Wales, CF24 5ET",https://find-and-update.company-information.service.gov.uk/company/04217753
UK TRAINING & DEVELOPMENT LIMITED T/A UK Training & Development Ltd,"4 Beacon Road, Great Barr, Birmingham, England, B43 7BP",https://find-and-update.company-information.service.gov.uk/company/03562978
STEVE WILLIS TRAINING LTD.,"168 Church Road, Hove, East Sussex, BN3 2DL",https://find-and-update.company-information.service.gov.uk/company/03617602
SPARSHOLT COLLEGE,"Sparsholt College Hampshire, Sparsholt, Winchester, Hampshire, United Kingdom, SO21 2NF",https://find-and-update.company-information.service.gov.uk/company/11640837
SHREWSBURY COLLEGES GROUP,"Shrewsbury Colleges Group - London Road Campus, Holder Grove, Springfield, Shrewsbury, Shropshire, England, SY2 6PR, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=SHREWSBURY%20COLLEGES%20GROUP&format=json&limit=1
"SHEFFIELD COLLEGE, THE","The Sheffield College, Granville Road, Sheaf Valley, Park Hill, Sheffield, South Yorkshire, England, S2 2RL, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=Sheffield+College+Granville+Road+S2+2RL&format=json&limit=1
THE UNIVERSITY OF CHICHESTER T/A University of Chichester,"University of Chichester, College Lane, East Broyle, Chichester, West Sussex, England, PO19 6PE, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=University%20of%20Chichester%2C%20College%20Lane%2C%20Chichester%20PO19%206PE&format=json&limit=1
THE COLLEGE OF ANIMAL WELFARE LIMITED T/A College of Animal Welfare,"Headland House Chord Business Park, London Road, Godmanchester, Huntingdon, Cambridgeshire, PE29 2BQ",https://find-and-update.company-information.service.gov.uk/company/02966536
LEARNING SKILLS PARTNERSHIP LTD T/A Learning Skills Partnership,"16 Waterside Business Park, Livingstone Road, Hessle, England, HU13 0EG",https://find-and-update.company-information.service.gov.uk/company/07378141
COUNTY DURHAM COUNCIL,"Council Depot, New Kyo, Stanley, County Durham, North East, England, DH9 7XW, United Kingdom",https://nominatim.openstreetmap.org/search.php?q=COUNTY%20DURHAM%20COUNCIL&format=json&limit=1
